date,title,url,snippet,source,keyword_source,status,flags,score,tags,url_normalized
2025-08-12,Google Alert - Lofi,https://ra.co/events/2225933,"=== News - 8 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://ra.co/events/2225933
2025-08-12,Google Alert - Lofi,https://vocal.media/beat/the-future-of-independent-music-in-2025-diy-decentralized-and-dominant,"=== News - 8 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://vocal.media/beat/the-future-of-independent-music-in-2025-diy-decentralized-and-dominant
2025-08-12,Google Alert - Lofi,https://www.fanthatracks.com/news/conventions-events/dorchester-strikes-back-2025-saturday-2nd-sunday-3rd-august-2025/,"=== News - 8 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.fanthatracks.com/news/conventions-events/dorchester-strikes-back-2025-saturday-2nd-sunday-3rd-august-2025/
2025-08-12,Google Alert - Lo-Fi,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years
2025-08-12,Google Alert - Lo-Fi,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years
2025-08-12,Google Alert - Lo-Fi,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years
2025-08-12,Google Alert - Lo-Fi,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years
2025-08-12,Google Alert - Lo-Fi,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html
2025-08-12,Google Alert - Lo-Fi,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html
2025-08-12,Google Alert - Lo-Fi,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926
2025-08-12,Google Alert - Lo-Fi,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926
2025-08-12,Google Alert - Lo-Fi,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984
2025-08-12,Google Alert - Lo-Fi,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984
2025-08-12,Google Alert - Lo-Fi,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying
2025-08-12,Google Alert - Lo-Fi,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying
2025-08-12,Google Alert - Lo-Fi,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/
2025-08-12,Google Alert - Lo-Fi,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/
2025-08-12,Google Alert - Lo-Fi,https://www.youtube.com/watch?v=rvbk7Cu-Jkw,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.youtube.com/watch?v=rvbk7cu-jkw
2025-08-12,Google Alert - Lo-Fi,https://www.youtube.com/watch?v=rvbk7Cu-Jkw,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.youtube.com/watch?v=rvbk7cu-jkw
2025-08-12,Google Alert - Lo-Fi,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying
2025-08-12,Google Alert - Lo-Fi,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying
2025-08-12,Google Alert - Lo-Fi,https://www.primetimer.com/features/who-is-lofi-girl-viral-posts-youtuber-graduated-7-years-flood-social-media,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.primetimer.com/features/who-is-lofi-girl-viral-posts-youtuber-graduated-7-years-flood-social-media
2025-08-12,Google Alert - Lofi,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years
2025-08-12,Google Alert - Lofi,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.eonline.com/news/1420565/youtubes-lofi-girl-graduates-after-studying-for-7-years
2025-08-12,Google Alert - Lofi,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years
2025-08-12,Google Alert - Lofi,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.straitstimes.com/life/entertainment/youtubes-lofi-girl-finally-finishes-homework-and-graduates-after-8-years
2025-08-12,Google Alert - Lofi,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926
2025-08-12,Google Alert - Lofi,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://toonado.com/television/lofi-girl-announces-that-she-has-finally-graduated-a9926
2025-08-12,Google Alert - Lofi,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984
2025-08-12,Google Alert - Lofi,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.malaymail.com/news/life/2025/07/31/lofi-girl-finally-graduates-after-seven-years-of-non-stop-studying/185984
2025-08-12,Google Alert - Lofi,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html
2025-08-12,Google Alert - Lofi,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.yahoo.com/entertainment/articles/lofi-girl-youtube-iconic-study-090544829.html
2025-08-12,Google Alert - Lofi,https://www.youtube.com/watch?v=rvbk7Cu-Jkw,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.youtube.com/watch?v=rvbk7cu-jkw
2025-08-12,Google Alert - Lofi,https://www.youtube.com/watch?v=rvbk7Cu-Jkw,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.youtube.com/watch?v=rvbk7cu-jkw
2025-08-12,Google Alert - Lofi,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/
2025-08-12,Google Alert - Lofi,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://billboardphilippines.com/culture/lifestyle/youtubes-lofi-girl-finally-graduates-after-8-years/
2025-08-12,Google Alert - Lofi,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying
2025-08-12,Google Alert - Lofi,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://tribune.com.pk/story/2558838/who-is-lofi-girl-youtubes-iconic-study-streamer-graduates-after-7-years-of-non-stop-studying
2025-08-12,Google Alert - Lofi,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying
2025-08-12,Google Alert - Lofi,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.soapcentral.com/pop-culture/news-1-who-person-behind-lofi-girl-details-explored-youtuber-announces-graduation-7-years-studying
2025-08-12,Google Alert - Lofi,https://esports.gg/news/league-of-legends/spirit-blossom-springs-lofi-remix-ep-now-available-on-spotify/,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://esports.gg/news/league-of-legends/spirit-blossom-springs-lofi-remix-ep-now-available-on-spotify/
2025-08-12,Google Alert - Lo-Fi,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies
2025-08-12,Google Alert - Lo-Fi,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies
2025-08-12,Google Alert - Lo-Fi,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying
2025-08-12,Google Alert - Lo-Fi,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying
2025-08-12,Google Alert - Lo-Fi,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/
2025-08-12,Google Alert - Lo-Fi,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/
2025-08-12,Google Alert - Lo-Fi,https://www.premierguitar.com/pro-advice/the-good-stuff/dave-grohl-gas-can-amp,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.premierguitar.com/pro-advice/the-good-stuff/dave-grohl-gas-can-amp
2025-08-12,Google Alert - Lo-Fi,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297
2025-08-12,Google Alert - Lo-Fi,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297
2025-08-12,Google Alert - Lo-Fi,https://www.distractify.com/p/who-runs-lofi-girl,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.distractify.com/p/who-runs-lofi-girl
2025-08-12,Google Alert - Lo-Fi,https://www.distractify.com/p/who-runs-lofi-girl,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.distractify.com/p/who-runs-lofi-girl
2025-08-12,Google Alert - Lo-Fi,https://www.arlnow.com/2025/07/31/aims-website-and-radio-station-go-dark-though-leaders-arent-sure-why/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.arlnow.com/2025/07/31/aims-website-and-radio-station-go-dark-though-leaders-arent-sure-why/
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-AA1JCnR4,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-aa1jcnr4
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-AA1JCnR4,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-aa1jcnr4
2025-08-12,Google Alert - Lo-Fi,https://www.newjerseystage.com/articles2/2025/07/31/echo-plum-releases-feels-like-home/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.newjerseystage.com/articles2/2025/07/31/echo-plum-releases-feels-like-home/
2025-08-12,Google Alert - Lofi,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying
2025-08-12,Google Alert - Lofi,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying
2025-08-12,Google Alert - Lofi,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376
2025-08-12,Google Alert - Lofi,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376
2025-08-12,Google Alert - Lofi,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325
2025-08-12,Google Alert - Lofi,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325
2025-08-12,Google Alert - Lofi,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/
2025-08-12,Google Alert - Lofi,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/
2025-08-12,Google Alert - Lofi,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297
2025-08-12,Google Alert - Lofi,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297
2025-08-12,Google Alert - Lofi,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies
2025-08-12,Google Alert - Lofi,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies
2025-08-12,Google Alert - Lofi,https://www.distractify.com/p/lofi-girl-graduated,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.distractify.com/p/lofi-girl-graduated
2025-08-12,Google Alert - Lofi,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-AA1JCnR4,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-aa1jcnr4
2025-08-12,Google Alert - Lofi,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-AA1JCnR4,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-aa1jcnr4
2025-08-12,Google Alert - Lofi,https://www.distractify.com/p/who-runs-lofi-girl,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.distractify.com/p/who-runs-lofi-girl
2025-08-12,Google Alert - Lofi,https://www.distractify.com/p/who-runs-lofi-girl,"=== News - 10 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.distractify.com/p/who-runs-lofi-girl
2025-08-12,Google Alert - Lo-Fi,https://timesofindia.indiatimes.com/etimes/trending/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/articleshow/123051163.cms,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://timesofindia.indiatimes.com/etimes/trending/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/articleshow/123051163.cms
2025-08-12,Google Alert - Lo-Fi,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376
2025-08-12,Google Alert - Lo-Fi,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376
2025-08-12,Google Alert - Lo-Fi,https://www.tubefilter.com/2025/08/01/roundup-faze-clan-banks-lofi-girl-blippi/amp/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.tubefilter.com/2025/08/01/roundup-faze-clan-banks-lofi-girl-blippi/amp/
2025-08-12,Google Alert - Lo-Fi,https://www.thelineofbestfit.com/tracks/hether-falling-for-the-feeling,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.thelineofbestfit.com/tracks/hether-falling-for-the-feeling
2025-08-12,Google Alert - Lo-Fi,http://www.msn.com/en-us/health/other/mother-of-flies-review-the-adams-officially-arrive-as-americas-next-great-lo-fi-horror-family/ar-AA1JKP81?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,http://www.msn.com/en-us/health/other/mother-of-flies-review-the-adams-officially-arrive-as-americas-next-great-lo-fi-horror-family/ar-aa1jkp81?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1
2025-08-12,Google Alert - Lo-Fi,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325
2025-08-12,Google Alert - Lo-Fi,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325
2025-08-12,Google Alert - Lo-Fi,https://m.imdb.com/fr/news/ni65408752/?ref_=nwc_art_perm,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://m.imdb.com/fr/news/ni65408752/?ref_=nwc_art_perm
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-in/news/other/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/ar-AA1JKUzK,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.msn.com/en-in/news/other/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/ar-aa1jkuzk
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-in/news/other/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/ar-AA1JKUzK,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.msn.com/en-in/news/other/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/ar-aa1jkuzk
2025-08-12,Google Alert - Lo-Fi,https://boingboing.net/2025/08/01/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes.html,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://boingboing.net/2025/08/01/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes.html
2025-08-12,Google Alert - Lo-Fi,https://www.indiewire.com/criticism/movies/mother-of-flies-review-1235142396/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.indiewire.com/criticism/movies/mother-of-flies-review-1235142396/
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-us/music/news/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes/ar-AA1JJbf6,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.msn.com/en-us/music/news/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes/ar-aa1jjbf6
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-us/music/news/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes/ar-AA1JJbf6,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.msn.com/en-us/music/news/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes/ar-aa1jjbf6
